transaction_id,customer_id,category,subcategory,transaction_amount,login_hour,device,location,blink_rate,motion_score,spoof_probability,beneficiary_new,rooted_device,historical_risk,crime_context,risk_label,timestamp
T10451,C1141,Sexually Obscene material,,57928.09,20,Samsung_S24,Mumbai,18,0.32,0.2,0,0,8,"Sir I  installed mingle app where I see a girl profile she name usha
Sharma from jammu and provide whtsapp nmbr  I mssg on
whtsapp say yess and ask several time where r u from she says delhi
Kolkata and I call him many times but she muted the call",low,2026-02-05 10:49:27.325136
T10452,C1144,Any Other Cyber Crime,Other,2514.07,21,OnePlus12,Hyderabad,13,0.43,0.12,0,0,18,SirMiss this insident took place this morning I was to sawp my MLBB account with the persons BGMI account which we have made an agreement on Massager he told me that we will start the account swapping on whatsapp and he gave me his number When we hav,low,2026-02-07 21:10:27.325136
T10453,C1009,Online and Social Media Related Crime,Profile Hacking Identity Theft,36479.86,8,iPhone15,Chennai,16,0.31,0.09,0,0,4,"

       koko app                                                                                                                                                                                                         
                           ",low,2026-05-06 17:30:27.325136
T10454,C1137,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,30114.2,18,Samsung_S24,Delhi,9,0.57,0.12,0,0,0,"Debited   amount from Sbi credit card without authorisation from card no     
Amount   and 
From  this number 
Got a call as he was saying he is from customer care of sbi credit card as the call on going amount got debited unknowingly from account",low,2026-01-30 05:08:27.325136
T10455,C1002,Online Financial Fraud,UPI Related Frauds,46162.7,23,Pixel8,Bangalore,17,0.28,0.12,0,0,27,"FRAUD THROUGHUPI PAYTM 
BANKPAYTM PAYMNT BANK 
ACCOUNT NUMBER
TOTAL AMOUNT


PLEASE HOLDREVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION ",low,2026-02-27 14:09:27.325136
T10456,C1126,Online Financial Fraud,UPI Related Frauds,231579.02,4,Unknown_Device,Foreign,2,0.09,0.96,1,1,3,"FRAUD THROUGH  PHONE PE UPI FRAUD 
BANK  PUNJAB NATIONAL BANK 
ACCOUNT NUMBER  
TOTAL AMOUNT 	
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE 
COMPLAINT  ACCOUNT AND TAKE NECESSARY ACTION",high,2026-05-10 18:45:27.325136
T10457,C1185,Online Financial Fraud,UPI Related Frauds,47484.85,9,iPhone15,Mumbai,20,0.3,0.04,1,0,18,THIS IS TO INFORM YOU THAT I RECEIVED A CALL FROM PH NO ANIL SHARMA THE CALLER  SAID TO ME THAT YOUR BROTHER TOLD ME THAT  TRANSFER  RS TO MY SISTERS ACCOUNT THEN HE ASKED ME ABOUT THE PHONEPE ACCOUNT AND I RECEIVED ONE MESSAGE ON PHONEPE THAT I RECE,low,2026-03-04 03:38:27.325136
T10458,C1182,Online and Social Media Related Crime,Online Job Fraud,21703.35,15,VivoX100,Pune,22,0.57,0.11,0,0,16,"I wad visited by a stranger who said he will give me an Id of the virtual number application regarding rs he will give me the Id and password of the same 
Application but when i transferRed the money he stoped replying me and blocked me and now and ",low,2026-05-18 23:18:27.325136
T10459,C1175,Online Financial Fraud,UPI Related Frauds,35151.33,10,OnePlus12,Pune,18,0.57,0.02,0,0,0,A call was received on  by video calling on the applicants mobile number between  to  PM Whose call I ignored Then on  Blackmailer got a call from Mohd  and told that I am talking about Cyber Delete your video quickly and send me the cancellation fro,low,2026-02-05 02:39:27.325136
T10460,C1147,Online and Social Media Related Crime,Cyber Bullying  Stalking  Sexting,48250.76,19,Pixel8,Mumbai,17,0.35,0.09,0,0,18,I am really highly harrasing by this type and not understand what I can do they spoiling my social images in socity they forcing me to do harm my self I am calling too many times to cyber crime even I am trying to get help local police but they do no,low,2026-01-15 03:36:27.325136
T10461,C1176,Online Financial Fraud,UPI Related Frauds,196354.04,0,Unknown_Device,Foreign,3,0.08,0.93,1,1,11,online Financial Fraud,high,2026-05-10 08:49:27.325136
T10462,C1025,Online Financial Fraud,UPI Related Frauds,20570.62,6,OnePlus12,Hyderabad,18,0.47,0.06,1,0,16,caller informed that PAN card update through the ,low,2026-03-24 22:56:27.325136
T10463,C1192,Online Financial Fraud,UPI Related Frauds,16197.97,11,Samsung_S24,Delhi,10,0.16,0.19,0,0,7,on  at  pm  i got a call from a person informing that he is calling from Phone pe support told me that i am getting cashback of  Rs and he told me to open the app and click on the transaction to get the cashback in my account Once i clicked on the pa,low,2026-02-19 21:04:27.325136
T10464,C1049,Any Other Cyber Crime,Other,151137.12,3,Unknown_Device,Foreign,0,0.07,0.7,1,1,29,I was using my facebook then An add was showing to take loan in less interest and easy process So I clicked it and it takes me to Google play store and redirect to koko loan app And installed and just check my eligibility by uploading pan card adhar ,high,2026-04-01 16:38:27.325136
T10465,C1139,Online Financial Fraud,UPI Related Frauds,69577.08,4,Emulator,Foreign,3,0.02,0.81,1,1,11,DOKHA DADHI SE PAYMENT LIYA HEA DAIHUPI  ASIBC SHAHBAHH HADUHI D ASASis fir ffdf sofs  sjjfskx nfjasoopdasn  fojjfsnnfdnjosadk nfnfnif e hirewhr  rwer  rewwurwrjn  tire  ejhwirewijnfjoi  fjdfjif  sddiopsfpis  fseee r erwerw e erwr werwrwrwet w we ewe,high,2026-05-07 05:09:27.325136
T10466,C1160,Online Financial Fraud,UPI Related Frauds,513.98,22,VivoX100,Hyderabad,18,0.6,0.1,0,0,34,"i have purchased asus mobile  rog   gb in  thousand from whatsapp grp  in karol bag delhi
the told me that mobile should be reached in  or  days but now thay dont pickup my phone for last  days",low,2026-04-14 17:49:27.325136
T10467,C1013,Online and Social Media Related Crime,Online Job Fraud,19017.09,14,OnePlus12,Kolkata,9,0.49,0.13,0,0,24,news paper me job ka add dekhar kr use contect kiya usne SIS Security  PVTLtd me job dilane ke naam se mere satha froud kiya usen alg alg account me security ke naam se mere se pese dlwa liye or mujhe job nhi di usko call krta hu to galiya deta h,low,2026-03-23 12:50:27.325136
T10468,C1182,Online Financial Fraud,Internet Banking Related Fraud,577821.53,3,Emulator,Foreign,4,0.15,0.92,1,1,16,On Saturday night about  pm through internet banking the money has been deducted through three transactions money has been deducted The message that i received was asking for KYC update Total amount of  i have lost,high,2026-03-16 06:20:27.325136
T10469,C1010,Online Financial Fraud,Internet Banking Related Fraud,8880.54,21,Samsung_S24,Bangalore,8,0.31,0.16,0,0,19,"FRAUD THROUGH   UPI Fraud	 PAYTM 
BANK  	HDFC Bank		
ACCOUNT NUMBER   
TOTAL AMOUNT   
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION                        any desk                                      ",low,2026-03-29 13:25:27.325136
T10470,C1159,Cyber Attack/ Dependent Crimes,Hacking/Defacement,200060.59,3,Emulator,Foreign,4,0.12,0.87,1,1,20,"I never imagined something like this could happen to me, especially since I'm so cautious. But then I started noticing that my online activity felt different, slower even. I can't even describe it well because everything seemed normal, except for the",high,2026-05-16 21:22:27.325136
T10471,C1102,Online Financial Fraud,UPI Related Frauds,12159.16,17,Samsung_S24,Chennai,12,0.47,0.13,0,0,18,Sir I have applied for a loan amount of Rs  in India AI credit cash aap yesterday they asked to contact customer care for account verification then in today morning customer care executive reply me in WhatsApp to deposit a  loan amount as advance for,low,2026-05-06 22:02:27.325136
T10472,C1125,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,11691.55,5,Pixel8,Kolkata,18,0.32,0.13,0,0,37,I GOT A CALL REGARDING JOB AND I WENT TO NAUKRICOM PORTAL AND WAS TAKING THEIR PREMIUM SERVICE THEN THE AMOUNT GOT DEDUCTED as I was busy with the customers at my cafe and hence couldnt make sure that the website is legal or not I know I have made a ,low,2026-04-12 08:21:27.325136
T10473,C1059,Online Financial Fraud,Internet Banking Related Fraud,32624.13,15,VivoX100,Chennai,19,0.58,0.1,1,0,40,"FRAUD THROUGH   Internet Banking Related Fraud	
BANK  HDFC Bank	
ACCOUNT NO  	
TOTAL AMOUNT 
 PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECESSARY ACTION 
",low,2026-02-20 04:15:27.325136
T10474,C1163,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,36353.6,14,VivoX100,Chennai,17,0.35,0.18,0,0,32,"ward no disalwar pskhairthal pincode  suchnakrta yaswant singh ko  ko frouder mob no  se call aaya or anidex app download krne par suchnakrta ke credit card se PM par total amount  rupee cut ho gye h 

suchnakrta ke hdfc bank credit card no 

 RU",low,2026-05-18 15:16:27.325136
T10475,C1142,Any Other Cyber Crime,Other,14513.07,22,Pixel8,Chennai,15,0.61,0.01,0,0,17,"I had a brain zap now at  PM Please investigate if any of your scanners or radars or microwaves are sent at this time  I would like to you scan all the frequencies that are present in this area
Ref httpselectronictorturecom",low,2026-03-09 12:11:27.325136
T10476,C1148,Any Other Cyber Crime,Other,39842.06,20,Pixel8,Delhi,14,0.35,0.06,0,0,17,I am tacking loan in online I pay my loan crtlly but he is not update my loan now he came and agin pay ur loan  app name plumwallet  interest also high interest overdue interset is soo fare what can I do,low,2026-04-12 07:07:27.325136
T10477,C1130,Online Financial Fraud,UPI Related Frauds,21222.78,11,OnePlus12,Mumbai,20,0.28,0.05,0,0,13,"Dhani Loan Bazar Pvt Ltd
Contact No 
                      
                      
 
This Person is Cheated with me for Providing Personal Loan for  interest I Pay him Rs  for Processing Fees to Complete my Loan Sanction but he again tell me to ",low,2026-01-24 04:21:27.325136
T10478,C1110,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,41071.74,6,iPhone15,Hyderabad,11,0.32,0.15,0,0,5,Fraud done of three amount  rs  rs rs i reported in cyber cell and they recovered rs amount rest amount rs  and rs not recovered My transaction id and reference number was not generated at time of fraud so that i was unable to register my online comp,low,2026-04-05 05:48:27.325136
T10479,C1014,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,57429.75,20,Samsung_S24,Hyderabad,17,0.33,0.16,0,0,3,I lost my money  so please investigate on this complaint to prevent any other fraudulent in online they are working with large network to fraud money and they are planned very intelligently withdraw from account,low,2026-01-29 18:45:27.325136
T10480,C1004,Online Financial Fraud,Internet Banking Related Fraud,24219.68,22,Samsung_S24,Mumbai,24,0.37,0.12,0,0,21,"PAN UPDATION LINK SEND BY MOBILE NO   WHEN CLICK ON LINK THEN HACK MY MOBILE NO AND FRAUD THROUGH  INTERNET BANKING 
BANK   STATE BANK OF INDIA 
ACCOUNT   NO 
TOTAL AMOUNT  
PLEASE HOLD REVERSE TOTAL AMOUNT IN THE COMPLAINT ACCOUNT AND TAKE NECES",low,2026-01-16 10:14:27.325136
T10481,C1090,Online Financial Fraud,DebitCredit Card FraudSim Swap Fraud,5825.2,20,Samsung_S24,Hyderabad,11,0.35,0.05,0,0,9," 
                      blo             otp       ",low,2026-03-20 19:34:27.325136
T10482,C1166,Hacking  Damage to computercomputer system etc,Email Hacking,19776.87,9,OnePlus12,Bangalore,23,0.4,0.06,0,0,35,Respected Sir Some one Hacked my G Mail account on th of this month around  PM  and they hacked my YouTube channel linked with the same Email which has K Subscribers and around K Videos which I worked hard since  long years my effort I Lost all the D,low,2026-05-05 10:59:27.325136
T10483,C1032,Online and Social Media Related Crime,Profile Hacking Identity Theft,11551.42,12,VivoX100,Delhi,18,0.47,0.06,1,0,15,"I have  gmail account one is shongmailcom and the other is legendarykinggmailcom

legendarykinggmailcom had a unauthorized login in multiple devices

shongmailcom had social media accounts that are Instagram Facebook Twitter Discord Fake links we",low,2026-02-09 07:45:27.325136
T10484,C1114,Online Financial Fraud,Internet Banking Related Fraud,467416.42,3,Unknown_Device,Foreign,1,0.02,0.85,1,1,20,"Dear sir
So im running my Mens wear clothing shop due to which a customer Name of Vinay Kumar from Ambala who ordered and purchased something from me which cost around  but on WhatsApp he sent me the screenshot I attached sir of transaction that he ",high,2026-01-27 04:41:27.325136
T10485,C1190,Any Other Cyber Crime,Other,2237.41,18,iPhone15,Bangalore,14,0.47,0.08,1,0,37,Mina is app sa koi loan nhi liya hai and ya lagatar message kar raha hai alag alag no sa ana mera phone vi hack kar liya hia and bol raha hai ki mera sara contact list pa call kar ka unlogo ko bataynga and bhut sari dhamkiya da raha hai,low,2026-03-28 08:36:27.325136
T10486,C1157,Online Financial Fraud,UPI Related Frauds,39255.11,22,OnePlus12,Delhi,8,0.4,0.14,0,0,39,There are add in facebook about Phonepe  tell we credit  in your account but  debited from my account so I think it is a fraud from phonepe or others i lost my money kindly do something and refund my money and cancel my transfer,low,2026-05-24 09:32:27.325136
T10487,C1108,Online Financial Fraud,Fraud CallVishing,7055.05,16,Pixel8,Mumbai,13,0.56,0.18,0,0,15,I was trapped by fake girls who are video calling and showing nude I got a video call from girl and when I lifted she is nude they blackmailed me and asked  i gave  Now they are still blackmailing for more money I lost all my salary money,low,2026-02-03 13:27:27.325136
T10488,C1027,Online and Social Media Related Crime,FakeImpersonating Profile,32247.57,20,VivoX100,Kolkata,10,0.18,0.16,0,0,30,I met with fraud website they are doing fake business with everyone they are looting people after taking money they are not responding nd when I tried to reach them they blocking  us frm our  number and social media platforms also They took my harden,low,2026-05-22 21:15:27.325136
T10489,C1048,Online Financial Fraud,Internet Banking Related Fraud,32577.34,11,VivoX100,Kolkata,17,0.36,0.08,0,0,32,On th February  I was trying to transfer Rs  lakhs to Sagoi Motors Pvt Ltd for purchase of Honda Amaze car but was not able to transfer money after many failed attempts Then I called SBI call centre Phone number searched on Google  for help The recei,low,2026-03-26 05:59:27.325136
T10490,C1138,Online Financial Fraud,Business Email CompromiseEmail Takeover,16088.5,6,Pixel8,Kolkata,19,0.34,0.13,0,0,39,"The RM Sukanya Ghosh called me on recorded 
Line from her mobile number  and then sent an email to pay  for fake matrimony servicesWith reference to this  I got another email from HIRAK PAHARI ccpwbcidwestbengalgovin and cyberpskolkatapolicegovin re",low,2026-03-14 15:52:27.325136
T10491,C1050,Online Financial Fraud,UPI Related Frauds,54249.69,16,iPhone15,Chennai,23,0.28,0.17,0,0,21,Caller informed that some one is called and asked the OTP she is losted the amount of rupees rs,low,2026-05-28 01:19:27.325136
T10492,C1106,Sexually Explicit Act,,59958.09,11,Pixel8,Hyderabad,8,0.43,0.1,1,0,28,"A video call came and by mistake I recieved and with the help of AI he cropped my face and made nude and threatening to make viral it for money
Please help its about my dignity
He sent my nudity video to my followers and threatening that he will ru",low,2026-04-16 22:50:27.325136
